,Content
391,a walk literally It was around literally around the corner Like I could walk up one block and hit a corner and hit another corner and I was at school
392,Okay did you usually walk? Or
393,Yeah
394,I walked
395,Okay
396,every day
397,Did you have a
398,little crew with you when you walked?
399,Absolutely No I d I didn't need a crew when I walked What I did I have a crew at school? Yeah but
400,I didn't need a crew
401,Just for walking you didn't need that You was good
402,No
403,I was cool
404,good money
405,Okay
406,Um
407,<ts>
408,let's see
409,since you said something about your crew
410,um
411,what did y'all do together?
412,Get into a whole lot of trouble
413,Oh yeah?
414,Yeah
415,I was a horrible child
416,I tell my mother every day God bless her and I love her for putting up with me cause I was
417,the worst
418,You seem like you know your definitions of word Why would you use the word
419,horrible?
420,Cause I was that kid that
421,you know how you had that kid growing up in school that your parents be like stay away from them
422,I was that kid
423,<>
424,And my mom will if I could call my mother right now if she wasn't at work a she would tell you no
425,I used to have
426,I used to hafta get into
427,verbal
428,borderline physical altercations with people because they just swore they knew my child and would tell their children to stay away from my child
429,and she was nothing like that
430,I was a different person at school
431,and outside in the streets than I was to my mother at home
432,Mmhm
433,Sh
434,You think Sparky wanna come in?
435,No he barking at whoever's walking past Shut up
436,Okay
437,You almost sound like Gretta
438,yelling out
439,like that
440,Cause Grandma be trying to watch her stories and get some peace and he be barking at nobody for no
441,god damn reason Shut your ass up nigga
442,<> are you talking to me?
443,That's exactly what you came down the stairs for like who?
444,That's
445,<>
446,So this particular crew
447,of people
448,how did you guys meet?
449,Um
450,they tried to fight me
451,Wow
452,That's a
453,interesting
454,Um
455,it was two girls
456,Mmhm
457,one boy
458,who is gay
459,Mmhm
460,and
461,one Puerto Rican girl
462,Okay
463,And the two girls were twins  and 
464,and  tried to fight me
465,Damn so were you thinking already in back of your mind I
466,I
467,if I gotta fight one twin I probably gotta fight the other one?
468,No I told 'em I'll whoop both of y'all asses
469,<>
470,What's up?
471,And who and who won?
472,They didn't wanna fight me
473,They didn't wanna fight you They wanted to be best friends with you after that
474,Wow that's cool
475,Do you um still talk to any one of 'em
476,to this day? Or
477,Mmhm
478,I just wrote  on Facebook two days ago
479,Wow
480,That was cool
481,That was very very cool
482,Real recognize real
483,and people are gonna give respect to those who demand it not who aks for it
484,Mmhm
485,Okay so what about
486,your crew now
487,how did you meet your crew now
488,that you hang with?
489,Um I met them through a
490,m
491,mutual friend
492,Okay
493,Um
494,she just
495,it was at a time at
496,not too long ago but it was at a time when we were really just really
497,Fed up
498,in the streets
499,And
500,after being surrounded by so many
501,messed up bad people your whole life
502,you kind of have that urge to just be surrounded by people who just
503,are on the same shit you on who just want the same things out of life you want
504,And
505,she introduced me to everybody
506,you included and we all just clicked And
507,that's
508,I haven't been rocking with nobody else but y'all ing
509,So
510,Cool
511,that's pretty much how that went
512,So um
513,what do you do on a
514,typical weekend?
515,Honestly my typical weekend revol
516,involve me just chilling
517,I really don't
518,I'm not a
519,club kind of person
520,I don't really feel the need or the urge to go out
521,I might
522,go somebody's house kick it watch a game or
523,somebody's eating
524,cooking out or something like that but
525,you know grown people shit
526,I really don't do too much
527,too many clubs I think
528,maybe I went to a club like maybe two weekends ago
529,and that was my first time going to a club in
530,years
531,Wow Smooth smooth smooth
532,So um
533,just to double back on the family aspect
534,do you have any
535,memories of
536,traditions growing up
537,in your family?
538,Thanksgiving
539,Okay
540,Thanksgiving was a huge
541,huge tradition in my family
542,Um
543,everybody got together at Grandma's house and I mean
544,everybody
545,Everybody
546,aunts uncles
547,twice removed once removed people who just been in the family for years
548,cousins I haven't seen in forever everybody
549,came to Grandma's house in Jersey and
550,she would
551,ha turn the whole garage into a buffet and cook and all that other stuff And
552,Hoo
553,we drinking and we playing domi somebody playing dominoes in this room Somebody playing cards in the other room
554,Somebody they
555,my uncles is out back playing dice It's
556,it's
557,Thanksgiving was the thing
558,That was the time where everybody caught up with each other Everybody linked up seen family members they ain't seen in years
559,all of that
560,Thanksgiving was definitely
561,a tradition
562,I dig that
563,Wanna hear more about stuff like that
564,Yeah
565,That's some in everybody family
566,Thanksgiving is
567,wha that was
568,that was the main event like we would
569,plan in the beginning of year for Thanksgiving cause
570,it was like who's coming? How many bedrooms do we need? How many blow up mattresses? How many rooms do we need to rent out? How many turkeys do we need to get?
571,How much food we need to get? ing It was
572,definitely a event
573,Who was cheffing it up in the fam?
574,Grandma
575,Grandma all the way
576,That's it
577,no one else
578,?
579,Don't bring nothing
580,Hoo
581,No you can't bring no dish No I don't need your help in this kitchen Nothing
582,unintelligible Yeah
583,Okay she the chief
584,Grandma
585,Grandma threw it down That was it
586,You just come and you eat
587,That's awesome
588,Do you um plan on keeping those traditions alive in your family?
589,With my family?
590,Mmhm
591,If I can
592,I will try but
593,me and my family we don't have the closest dynamic in the world
594,now
595,so
596,Or your new family whenever
597,When I family yeah Not like my new family the people I consider all of y'all my family So now will I keep that type of tradition alive with my
598,Yeah
599,with my family?
600,Hell yeah
601,Okay
602,Thanksgiving is definitely popping at my house this year
603,Okay
604,I dig that
605,Um
606,so
607,for the what the majority of your family lives
608,in Jersey? Or is they
609,scattered out throughout
610,US?
611,Um
612,the
613,majority of my family yeah is pretty much scattered
614,all around the East Coast Um
615,but as far as my immediate family
616,they're here
617,Mmhm
618,My mom my stepdad my little brothers
619,they're here
620,Hm
621,What um
622,let's see I'm'a I'm'a get it so we can talk more about some Atlanta stuff
623,So y
624,um the first neighborhood
625,or just area you came to when you was here?
626,RDADDRESS
627,RDADDRESS
628,RDADDRESS
629,off of RDADDRESS Road
630,RDADDRESS Road
631,Over there on a
632,in Ellenwood Georgia
633,RDADDRESS well no Ellenwood Georgia okay
634,Mmhm
635,What's it what was the um
636,dynamic out there?
637,Depressing
638,Why?
639,Cause when you come from somewhere that's so active
640,and you come to somewhere that's so secluded
641,it's a shock
642,especially as a young child
643,or not even as a young child as a
644,Yeah
645,teenager
646,Uhhuh
647,who's
648,used to living their life a certain way used to seeing
649,certain things and hearing certain things And then you come to somewhere where
650,across the street instead of it being a grocery store I mean instead of being a corner store or
651,Mm
652,a laundromat or whatever it's
653,nothing
654,but trees
655,The convenience
656,was stripped away and it was
657,Automatically
658,it wasn't as many people around or at least people you would wanna hang around
659,It was the neighborhood
660,It was the culdesac
661,Yeah
662,and our that's that's all it was
663,And that was like I said
664,a culture shock
665,O
666,I'll never forget when we pulled up at the
667,on our way
668,I didn't know When we were
669,pulling into the neighborhood I did not know that we were pulling into the neighborhood I thought that we were still on the main road to get to wherever we were going
670,<>
671,So when we stopped the truck I thought we were at a truck stop somewhere
672,Oh no this can't be good
673,to you know rest or whatever And then I get out the car and the next thing I know I see my mom and my dad and everybody's getting out the truck And I'm like why are we all stopping here? And they were like this is it And I'm like what's it?
674,Yeah
675,Ah
676,It's like nah this is where we living Who's living here?
677,<>
678,Where's the stores?
679,Ah god
680,Where's the buses? Where's the cabs? Where's the trains? Where's the noise? Where is the s
